1745265,5,5
885013,5,5
1997470,5,5
30878,5,1
840543,5,4
2477414,5,5
1409354,5,3
589967,5,4
264160,5,5
2084362,5,4
1881496,5,3
240705,5,5
1650301,5,2
1815614,5,1
1454357,5,4
624145,5,3
1310327,5,4
2012897,5,5
17063,5,5
47411,5,5
966474,5,5
1985633,5,4
47195,5,5
2365827,5,5
2451669,5,4
378377,5,3
2029786,5,4
2183726,5,4
36818,5,5
1247469,5,5
729471,5,4
2371776,5,3
1903571,5,5
1422810,5,4
2101722,5,4
2187025,5,2
122846,5,5
167540,5,1
1518964,5,3
154819,5,3
161395,5,4
2083234,5,5
1083500,5,4
119496,5,5
440789,5,4
710202,5,2
659037,5,5
152619,5,3
2064033,5,1
2469155,5,5
1148739,5,5
39526,5,4
2211487,5,4
81608,5,3
1702824,5,3
526348,5,5
809943,5,4
1357151,5,1
2519335,5,5
1293611,5,5
229971,5,1
1920472,5,5
2092288,5,4
1208745,5,4
600362,5,1
482328,5,5
483018,5,5
350559,5,5
1547617,5,5
1232953,5,4
856985,5,3
2119007,5,5
142054,5,5
650326,5,5
1183833,5,5
794717,5,3
467152,5,5
2425992,5,4
1564058,5,4
952944,5,3
1202823,5,4
1040453,5,5
2415579,5,3
1085863,5,3
783838,5,4
401047,5,1
2151076,5,3
314110,5,5
2560258,5,5
2413982,5,4
1049975,5,4
2537655,5,3
921104,5,3
2346936,5,3
2563665,5,5
2647871,5,5
2528088,5,4
1784150,5,2
1749746,5,5
1318167,5,4
162804,5,5
743694,5,5
1207247,5,5
350055,5,4
2523436,5,5
1919770,5,4
903241,5,5
498014,5,4
11186,5,4
254349,5,4
480419,5,3
100750,5,5
2401585,5,5
356771,5,4
2544532,5,4
1171928,5,5
264429,5,4
57332,5,5
1613839,5,4
1652711,5,3
1972677,5,5
2446265,5,4
826604,5,5
756709,5,1
892663,5,5
2536534,5,3
198936,5,4
2406644,5,5
2247402,5,4
1928179,5,4
1145629,5,4
1462959,5,5
956229,5,1
2648650,5,3
1608763,5,5
1722968,5,1
1419751,5,1
398551,5,1
1400875,5,3
87983,5,5
1217714,5,4
1231889,5,4
1136646,5,4
927276,5,5
1440344,5,4
852374,5,5
727242,5,1
938804,5,1
2091844,5,4
415982,5,5
1030857,5,1
1135243,5,3
211280,5,3
1256866,5,5
1810565,5,4
430459,5,5
1282311,5,5
1815688,5,5
1672790,5,5
1576996,5,4
1216467,5,4
1103576,5,5
1024285,5,3
88959,5,2
1119579,5,5
94714,5,3
1013802,5,1
1302057,5,5
592914,5,4
2570003,5,5
1722346,5,5
1578746,5,5
1982026,5,5
1748471,5,5
1734371,5,4
929320,5,5
1658732,5,5
1078032,5,5
1314869,5,1
851410,5,4
1759886,5,4
1718751,5,4
909386,5,5
1439866,5,5
2262982,5,3
2466950,5,5
2449033,5,4
2543811,5,5
2051379,5,1
1243537,5,5
2080842,5,2
636262,5,1
611870,5,4
1599245,5,5
473435,5,5
360394,5,2
2255167,5,5
2062763,5,4
113585,5,4
1705330,5,4
523720,5,4
2048858,5,1
1670942,5,3
430715,5,4
415946,5,5
2596667,5,4
1407684,5,5
401117,5,3
1707145,5,1
1727327,5,3
1215759,5,5
180639,5,1
2075156,5,2
2585607,5,4
340002,5,5
1819462,5,1
685717,5,2
2391686,5,4
1740282,5,4
428831,5,1
1741947,5,1
1844046,5,3
836997,5,5
2439493,5,1
860246,5,5
306105,5,5
663309,5,5
479924,5,5
980693,5,4
429061,5,4
231625,5,5
2345694,5,3
2610959,5,5
2005484,5,3
449269,5,5
2591081,5,5
333514,5,5
1478210,5,4
2218194,5,5
762066,5,5
924609,5,5
630196,5,5
2573143,5,4
266900,5,5
592003,5,5
569386,5,5
163602,5,3
824811,5,5
1882319,5,5
2031838,5,5
2124994,5,5
1452127,5,5
1910320,5,2
268092,5,3
1439019,5,3
2038778,5,4
2609896,5,5
1563935,5,1
1206290,5,4
2465597,5,5
491694,5,4
1946021,5,4
1558516,5,4
1161556,5,4
1906043,5,4
2191176,5,4
92849,5,5
2594005,5,4
1297687,5,3
2435695,5,5
1767421,5,4
755939,5,5
1452454,5,5
2068728,5,1
2235949,5,4
659639,5,4
598610,5,4
2282679,5,5
512037,5,5
75120,5,4
1238047,5,4
1772324,5,3
382445,5,4
145599,5,4
2591418,5,5
534046,5,5
1637788,5,5
99400,5,5
328212,5,3
592122,5,5
1473980,5,2
1128620,5,5
2403154,5,4
1303711,5,5
455025,5,5
2373537,5,5
530475,5,5
946156,5,5
2577383,5,4
200805,5,5
1531029,5,1
1150494,5,5
422864,5,4
2038701,5,3
2158444,5,5
1290356,5,5
129404,5,5
2259085,5,5
1219097,5,3
854411,5,5
2536523,5,4
679849,5,4
2233682,5,5
1363879,5,5
833176,5,5
1976232,5,5
2159285,5,4
1568186,5,1
124742,5,5
2153610,5,5
433426,5,5
1899913,5,5
508584,5,3
962019,5,4
2534006,5,4
314635,5,4
2042196,5,4
2269379,5,5
2548334,5,5
1433542,5,5
1140387,5,5
1119113,5,1
77747,5,2
1648423,5,5
2467177,5,5
74925,5,3
902680,5,4
1115198,5,4
2424683,5,5
1666920,5,3
2164954,5,5
769702,5,1
1999176,5,2
501823,5,5
1793530,5,4
1716193,5,5
1743759,5,1
141806,5,5
944245,5,4
1975202,5,4
807225,5,5
1905989,5,5
571700,5,4
1755279,5,3
485369,5,4
1907524,5,5
1112982,5,4
2289095,5,1
991462,5,2
649963,5,4
1262327,5,4
1776884,5,4
1665183,5,5
1806602,5,4
770097,5,5
329506,5,3
886679,5,5
376730,5,3
1392168,5,5
337531,5,4
1961753,5,3
618272,5,1
132540,5,5
764896,5,3
162926,5,5
2550506,5,1
371814,5,5
994993,5,5
941026,5,2
1284365,5,5
1876928,5,5
19289,5,5
2254940,5,4
760605,5,3
806310,5,5
190213,5,1
2349538,5,5
975600,5,3
1691350,5,1
2323080,5,4
1577560,5,5
514495,5,3
721369,5,4
1771090,5,5
2089305,5,5
608537,5,2
70199,5,4
621279,5,1
334242,5,1
869766,5,2
2576076,5,4
91701,5,5
813424,5,5
1458517,5,1
2549990,5,5
859146,5,4
973761,5,5
2441843,5,1
413612,5,4
2411773,5,3
2189335,5,4
1441164,5,4
1455275,5,5
1146632,5,4
507603,5,1
490940,5,5
1678660,5,5
799442,5,4
2262463,5,3
1496376,5,1
2637755,5,4
1207257,5,5
1054182,5,4
797951,5,5
2416466,5,3
2190131,5,5
1916394,5,4
2064713,5,2
627040,5,5
1640334,5,4
910295,5,3
1695809,5,4
2473227,5,5
33256,5,4
1107660,5,5
2386606,5,3
358664,5,5
1155580,5,4
477101,5,4
2578830,5,4
407560,5,5
2620775,5,4
690212,5,2
2260832,5,2
1120985,5,4
2549746,5,4
117779,5,5
264900,5,5
713004,5,4
1656133,5,4
1199901,5,4
1470123,5,4
762640,5,5
284978,5,5
936891,5,3
2380030,5,5
1160178,5,5
1595756,5,4
1374068,5,5
1206822,5,5
2218039,5,5
1583370,5,3
1225396,5,4
1141610,5,5
107880,5,5
2437761,5,4
537150,5,4
1679359,5,4
931793,5,5
1502317,5,3
2327480,5,3
1131860,5,5
95713,5,5
1934110,5,1
1664010,5,5
151699,5,5
486822,5,5
1805980,5,4
2097763,5,4
885940,5,5
518550,5,5
1542063,5,5
1339769,5,4
1955874,5,4
1863558,5,4
1354427,5,2
753107,5,3
744706,5,3
2290290,5,5
1876443,5,4
1802241,5,5
1491740,5,5
1255433,5,4
1760752,5,5
1605728,5,4
1133048,5,4
900726,5,4
804243,5,5
873713,5,1
1471238,5,5
1442154,5,1
1916302,5,5
753127,5,4
1405941,5,1
1690808,5,4
643813,5,4
1580631,5,5
1349661,5,1
1952917,5,5
300683,5,4
1236246,5,3
1441651,5,3
634883,5,5
2645214,5,4
792580,5,1
2375677,5,4
1283426,5,5
1173846,5,4
1690112,5,5
2204951,5,2
479118,5,1
1115828,5,5
2491682,5,4
1962176,5,4
1678071,5,5
519130,5,5
2468972,5,4
2550299,5,4
382817,5,5
1788942,5,5
683124,5,5
1116538,5,5
988097,5,5
977191,5,4
888448,5,5
1190391,5,3
221558,5,5
2204490,5,3
848655,5,5
1439651,5,5
2604090,5,5
1407578,5,1
2156560,5,4
1634594,5,1
893031,5,4
1864839,5,4
1001775,5,4
23948,5,4
1948186,5,5
1934271,5,4
1935793,5,3
2145693,5,5
2170665,5,5
1390884,5,1
409927,5,5
1622277,5,1
1095459,5,4
2296144,5,3
660822,5,5
812458,5,5
81979,5,5
2098404,5,1
1866900,5,5
2134826,5,4
601778,5,5
778256,5,5
2396982,5,5
330381,5,4
64423,5,5
2378494,5,4
2601476,5,5
613805,5,5
963361,5,4
1794541,5,5
1922614,5,5
1059847,5,5
1698260,5,4
2473451,5,5
3321,5,4
2461719,5,4
1778955,5,3
608234,5,4
896146,5,5
2126421,5,5
728413,5,1
261764,5,1
2262004,5,5
1020189,5,2
1146126,5,5
1800569,5,5
684850,5,4
1100357,5,4
2056368,5,5
178803,5,5
1848170,5,5
844642,5,5
2438925,5,5
647037,5,5
779140,5,5
805103,5,5
1420596,5,5
900307,5,4
1749017,5,4
2514909,5,4
2020353,5,3
448251,5,5
1451564,5,5
1532001,5,1
724270,5,5
609556,5,4
849580,5,5
2560342,5,3
930909,5,5
1093821,5,4
491531,5,1
1792137,5,1
1597116,5,5
1088785,5,2
2252604,5,4
1317671,5,2
1767952,5,5
68457,5,5
1112588,5,5
1962909,5,4
440520,5,5
2645030,5,5
539354,5,5
950730,5,5
666860,5,4
8117,5,5
695915,5,4
333272,5,3
2627828,5,4
91944,5,4
1876011,5,5
1777614,5,3
152405,5,4
2606799,5,1
1780330,5,4
240713,5,3
2203182,5,1
107494,5,1
1739098,5,5
777147,5,5
45512,5,5
688357,5,4
228261,5,5
553668,5,5
1390458,5,5
2333152,5,5
1505707,5,5
1171916,5,5
1466233,5,5
2086129,5,4
2194429,5,1
261262,5,2
928792,5,4
838702,5,5
1616556,5,5
851368,5,5
1446048,5,5
949403,5,5
2452799,5,4
2524059,5,5
2434422,5,3
201811,5,4
759737,5,3
1169171,5,5
1823592,5,5
1655508,5,3
1605584,5,4
492058,5,4
