699878,10,2
2625420,10,2
1874659,10,5
2541025,10,3
1478381,10,3
2606540,10,4
308618,10,4
741740,10,4
2213289,10,3
1380479,10,5
174683,10,5
1716229,10,3
1332388,10,3
57515,10,3
616350,10,4
1311409,10,4
724050,10,2
1094517,10,4
1743030,10,3
1009622,10,2
2598295,10,2
2539763,10,3
2352327,10,5
108484,10,3
832048,10,3
688590,10,3
2277519,10,4
1473206,10,4
1448808,10,4
1388266,10,4
664105,10,3
1193792,10,2
727242,10,1
2294328,10,4
1521266,10,3
1447366,10,4
2266017,10,1
1567630,10,4
1164435,10,3
2170930,10,1
2196595,10,5
1792741,10,3
2275545,10,3
968759,10,3
2476624,10,3
531953,10,2
1813431,10,4
2540145,10,3
2002671,10,2
1955565,10,4
1775841,10,5
2439493,10,1
2291127,10,1
1063361,10,3
1850615,10,1
492899,10,5
1147101,10,4
850291,10,2
2174682,10,5
2308224,10,3
1284481,10,5
1770331,10,4
504297,10,5
1990376,10,4
1024854,10,4
1689611,10,2
388435,10,3
2101124,10,3
1903582,10,4
573864,10,1
1422693,10,3
1028463,10,2
1607759,10,2
1521657,10,2
2057571,10,4
825866,10,3
1934218,10,3
1952305,10,3
2237449,10,2
1905883,10,3
93235,10,2
555770,10,4
2457095,10,1
1374216,10,1
1891060,10,4
258010,10,2
2167214,10,4
849928,10,3
1652323,10,3
181003,10,2
2597832,10,3
1669454,10,5
1272917,10,1
68384,10,4
2481258,10,3
2311464,10,2
2537543,10,1
311282,10,5
1714672,10,3
303270,10,5
1864793,10,4
1470123,10,4
2176292,10,4
1485766,10,5
1812877,10,2
894393,10,4
2245950,10,4
1664010,10,4
580724,10,3
1832676,10,4
729751,10,4
2249828,10,4
514611,10,3
2632404,10,3
659540,10,3
990789,10,5
636701,10,1
265848,10,1
1633995,10,2
2117927,10,5
1940105,10,3
2637886,10,5
2014371,10,2
286684,10,3
767267,10,4
2442243,10,1
2606685,10,3
2078967,10,4
767518,10,5
1975876,10,2
2044807,10,4
2194719,10,3
2559018,10,4
46920,10,3
233949,10,3
416284,10,4
85287,10,3
1154507,10,1
2046267,10,4
2179049,10,3
1403983,10,4
817144,10,3
951907,10,4
2173597,10,2
1655845,10,3
1042361,10,5
2063246,10,2
122001,10,4
1802136,10,4
1773304,10,3
1314095,10,1
2256485,10,1
789014,10,1
491255,10,3
1089478,10,5
1415943,10,5
1471220,10,3
1693480,10,3
1634480,10,3
495000,10,4
1781852,10,3
1291710,10,3
1329110,10,3
305344,10,1
387170,10,5
350351,10,3
1459464,10,5
651142,10,3
1333864,10,4
1012466,10,3
844028,10,1
1403217,10,2
683751,10,2
337026,10,3
436917,10,3
1986877,10,4
2224354,10,3
2260738,10,3
1643146,10,4
1181649,10,3
1958982,10,4
1529388,10,3
140565,10,3
328094,10,4
932897,10,5
42072,10,4
2267044,10,3
1996811,10,5
2646583,10,4
1078512,10,2
1831890,10,3
1179982,10,4
1523608,10,3
799122,10,3
817916,10,2
1886936,10,3
339264,10,4
1531863,10,3
538005,10,1
2618568,10,4
1739627,10,5
1960433,10,3
1052633,10,3
1718685,10,3
1284016,10,3
1838292,10,2
838343,10,2
884216,10,4
2118461,10,3
396747,10,4
935389,10,4
690939,10,3
476978,10,3
2061495,10,3
2023357,10,3
387418,10,2
397212,10,5
1717595,10,3
58415,10,3
1932594,10,3
1261802,10,4
1255224,10,4
765625,10,5
2303084,10,5
993729,10,4
324128,10,4
1663888,10,3
1461435,10,1
858666,10,3
1072863,10,3
188106,10,3
1072331,10,5
371741,10,4
1163386,10,5
1639792,10,1
1507727,10,3
328458,10,5
1137602,10,2
2460347,10,1
2080664,10,2
2132239,10,1
1707198,10,3
1852040,10,2
623155,10,3
88188,10,3
1462129,10,4
1796454,10,3
1213178,10,3
515617,10,4
